Revenu 		 Revenu 		 Score: 1.0000
Pour tous = simplification 		 Simplifications 		 Score: 0.8690
Prendre en compte les revenus mais aussi le patrimoine 		 Prendre en compte le revenu de la personne 		 Score: 0.8689
Le revenu universel pour tous 		 Un vrai revenu UNIVERSEL (pas lié à l'activité) 		 Score: 0.8686
conditions pour le revenu universel d'activité 		 Un vrai revenu UNIVERSEL (pas lié à l'activité) 		 Score: 0.8680
revenu dactivité universel sauf apl 		 Un vrai revenu UNIVERSEL (pas lié à l'activité) 		 Score: 0.8662
FINANCEMENT 		 pour le financement 		 Score: 0.8624
DU TRAVAIL EN CONTREPARTIE 		 FAIRE DES HEURES DE BENEVOLATS EN MILIEU ASSOCIATIF EN CONTRE PARTIE DU RUA 		 Score: 0.8621
les conditions à remplir 		 les conditions 		 Score: 0.8618
Les prérequis facilitant la mise en oeuvre du revenu universel 		 conditions pour le revenu universel d'activité 		 Score: 0.8614
aller vers un revenu universel 		 revenu universel calcul 		 Score: 0.8602
Prendre en compte les revenus et la situation du foyer 		 Prendre en compte le revenu de la personne 		 Score: 0.8596
Simplifications 		 Simplification radicale 		 Score: 0.8595
Tout prendre en compte 		 A prendre en compte 		 Score: 0.8575
Revenu universel 		 Un Revenu vraiment universel... 		 Score: 0.8561
Prendre en compte les revenus de tout le foyer 		 Prendre en compte le revenu de la personne 		 Score: 0.8554
Prendre en compte les revenus de tout le foyer 		 Prendre en compte le revenu de la personne 		 Score: 0.8554
Prendre en compte les revenus de tout le foyer 		 Prendre en compte le revenu de la personne 		 Score: 0.8554
Prendre en compte les revenus de tout le foyer 		 Prendre en compte le revenu de la personne 		 Score: 0.8554
Prendre en compte les revenus de tout le foyer 		 Les revenus du foyer 		 Score: 0.8543
Les revenus du foyer 		 Prendre en compte les revenus de tout le foyer 		 Score: 0.8543
Les revenus du foyer 		 Prendre en compte les revenus de tout le foyer 		 Score: 0.8543
Les revenus du foyer 		 Prendre en compte les revenus de tout le foyer 		 Score: 0.8543
revenu universel activite 		 Le revenu universel pour tous 		 Score: 0.8523
Revenu de base 		 Revenu 		 Score: 0.8519
Revenu de base 		 Revenu 		 Score: 0.8519
Conditions à remplir 		 les conditions 		 Score: 0.8492
Revenu universel 		 Passer d'un RUA à un Revenu Universel 		 Score: 0.8466
Un Revenu Universel pour tous les citoyens 		 Revenu universel 		 Score: 0.8457
Les prérequis facilitant la mise en oeuvre du revenu universel 		 revenu universel activite 		 Score: 0.8451
Attention à prendre en compte toutes les situations 		 Tout prendre en compte 		 Score: 0.8448
Le revenu universel pour tous 		 revenu universel calcul 		 Score: 0.8439
Simplifiez ! 		 simplification 		 Score: 0.8431
Financement 		 pour le financement 		 Score: 0.8430
Financement 		 pour le financement 		 Score: 0.8430
Prendre en compte le revenu de la personne 		 juste sur les revenus 		 Score: 0.8430
revenu universel calcul 		 Un vrai revenu UNIVERSEL (pas lié à l'activité) 		 Score: 0.8410
conditions pour le revenu universel d'activité 		 revenu universel calcul 		 Score: 0.8396
enlever les allocations aux familles dont les enfants sont placés en famille d'accueil 		 Plafonner, diminuer ou supprimer les allocations familiales au dela de 3 ou 4 enfants. 		 Score: 0.8385
solidarité nationale + taxe sur les transaction financiere des banque d'affaire 		 Solidarité nationale ET taxe entreprise 		 Score: 0.8382
Solidarité nationale ET taxe entreprise 		 Solidarité nationela qui inclue les revenus du capital 		 Score: 0.8380
Les taxes sur les robots, les gaffas... 		 Taxe technologique (robot) 		 Score: 0.8376
revenu dactivité universel sauf apl 		 revenu universel calcul 		 Score: 0.8376
à tous puisqu il sera universel sans conditions .... 		 Un Revenu vraiment universel... 		 Score: 0.8362
Les revenus du foyer 		 Une étude minutieuse des conditions de vie pour le versement de ce revenu 		 Score: 0.8358
Revenu universel d' activité 		 Revenu universel même sans activité 		 Score: 0.8356
Jeune -25 ans 		 Avoir 18 ans 		 Score: 0.8356
Condition à remplir 		 les conditions 		 Score: 0.8349
Les revenus du foyer 		 Une instance unique pour gérer les revenus d'un foyer 		 Score: 0.8348
Les revenus du foyer 		 Prendre en compte le revenu de la personne 		 Score: 0.8347
conditions pour le revenu universel d'activité 		 Le revenu universel pour tous 		 Score: 0.8341
VERSEMENT 		 REUNIR 		 Score: 0.8341
Econnomies sur le fonctionnement 		 fonctionnement 		 Score: 0.8340
Un montant pour chacun 		 revenus par personne 		 Score: 0.8332
AAH 		 AAH et RUA 		 Score: 0.8328
AAH 		 AAH et RUA 		 Score: 0.8328
Pas que le revenu , les dépenses du foyer aussi ... 		 Prendre en compte les revenus et la situation du foyer 		 Score: 0.8318
non 		 Non un point c tout 		 Score: 0.8317
Revenu universel pour TOUS 		 Un Revenu vraiment universel... 		 Score: 0.8306
conditions pour le revenu universel d'activité 		 aller vers un revenu universel 		 Score: 0.8305
Objet: Revenu universel d'activité / Revenu de base inconditionnel 		 Revenu universel d' activité 		 Score: 0.8299
FAIRE DES HEURES DE BENEVOLATS EN MILIEU ASSOCIATIF EN CONTRE PARTIE DU RUA 		 CONTRE LE FAIT DE FONDRE LASS ET RSA DANS LE FUTUR RUA 		 Score: 0.8295
financement par création monétaire 		 financement 		 Score: 0.8284
financement par création monétaire 		 financement 		 Score: 0.8284
conditions pour le revenu universel d'activité 		 Salaire mensuel universel individuel 		 Score: 0.8284
Un montant pour chacun 		 Par l'impot payé par tous 		 Score: 0.8279
Prendre en compte le coût du logement 		 versement allocation logement 		 Score: 0.8263
Attention à prendre en compte toutes les situations 		 Il doit tout prendre en compte 		 Score: 0.8262
Un Revenu vraiment universel... 		 Passer d'un RUA à un Revenu Universel 		 Score: 0.8258
Conditions à remplir 		 conditions 		 Score: 0.8255
Sensibiliser les paradis fiscaux à la Solidarité Nationale 		 Solidarité nationela qui inclue les revenus du capital 		 Score: 0.8253
Eviter les effets de seuil 		 Eviter les doublons 		 Score: 0.8252
les personnes seules  handicapes 		 Prendre en compte les handicaps non reconnus. 		 Score: 0.8250
Une étude minutieuse des conditions de vie pour le versement de ce revenu 		 Prendre en compte les revenus et la situation du foyer 		 Score: 0.8241
contrer partie 		 contre 		 Score: 0.8225
Financer le revenu universel en cessant les gaspillages d'argent public 		 aller vers un revenu universel 		 Score: 0.8216
Le financement du RUA 		 Financer le RUA avec l'aide ACS CMU-C 		 Score: 0.8214
Un Revenu Universel d'Activité compensatoire 		 Revenu universel d' activité 		 Score: 0.8210
VERSEMENT 		 contrer partie 		 Score: 0.8209
Revenu universel d' activité 		 Les conditions pour bénéficier du Revenu universel d'activité 		 Score: 0.8208
Contrôle des droits 		 associer droits aux devoirs 		 Score: 0.8204
financement RSA 		 Le financement du RUA 		 Score: 0.8204
Prendre en compte les montants du loyer ou crédit immobilier 		 Prendre en compte le coût du logement 		 Score: 0.8191
Simplifiez ! 		 Pour tous = simplification 		 Score: 0.8188
Composition familiale, revenus du travail, loyer dû : Le RUA serait calculer en fonction de plusieurs critères 		 Prendre en compte les revenus et la situation du foyer 		 Score: 0.8187
FINANCEMENT 		 proposition de financement 		 Score: 0.8178
juste sur les revenus 		 Un revenu, un travail 		 Score: 0.8168
que le Revenu universel soit imposable 		 Un Revenu vraiment universel... 		 Score: 0.8167
Simplifiez ! 		 Simplifications 		 Score: 0.8153
financement du RUA 		 Financer le RUA avec l'aide ACS CMU-C 		 Score: 0.8151
Les prérequis facilitant la mise en oeuvre du revenu universel 		 Un vrai revenu UNIVERSEL (pas lié à l'activité) 		 Score: 0.8147
VERSEMENT 		 RU 		 Score: 0.8147
AAH et RUA 		 Aah 		 Score: 0.8146
Prendre en compte les revenus et la situation du foyer 		 Prendre en compte les revenus mais aussi le patrimoine 		 Score: 0.8146
Une étude minutieuse des conditions de vie pour le versement de ce revenu 		 juste sur les revenus 		 Score: 0.8143
associer droits aux devoirs 		 Droits ok, mais devoirs aussi 		 Score: 0.8136
Les prérequis facilitant la mise en oeuvre du revenu universel 		 revenu universel calcul 		 Score: 0.8124
VERSEMENT 		 Revenu 		 Score: 0.8123
VERSEMENT 		 Revenu 		 Score: 0.8123
Modalités 		 fonctionnement 		 Score: 0.8120
VERSEMENT 		 Modalités 		 Score: 0.8113
Financer le Revenu universel d'activité par la solidarité nationale 		 Solidarité nationela qui inclue les revenus du capital 		 Score: 0.8104
Pour tous = simplification 		 Simplification radicale 		 Score: 0.8103
les conditions à remplir 		 conditions 		 Score: 0.8102
Condition à remplir 		 conditions 		 Score: 0.8101
à tous puisqu il sera universel sans conditions .... 		 Revenu universel ça veut dire pour tout le monde. 		 Score: 0.8089
Prendre en compte les montants du loyer ou crédit immobilier 		 Les propriétaires de leur logement ont des emprunts à charge 		 Score: 0.8089
REUNIR 		 RU 		 Score: 0.8085
Automaticité 		 Automatisation des aides 		 Score: 0.8083
Prendre en compte le handicap et les enfants à charge 		 atteinte aux droit des familles des personnes handicapé 		 Score: 0.8078
Récupérer les aides sur succession 		 Récupération sur succession 		 Score: 0.8065
financement RSA 		 financement du RUA 		 Score: 0.8065
Prendre en compte les revenus de tout le foyer 		 Pas que le revenu , les dépenses du foyer aussi ... 		 Score: 0.8064
Prendre en compte les revenus de tout le foyer 		 Pas que le revenu , les dépenses du foyer aussi ... 		 Score: 0.8064
Prendre en compte les revenus de tout le foyer 		 Pas que le revenu , les dépenses du foyer aussi ... 		 Score: 0.8064
Pas que le revenu , les dépenses du foyer aussi ... 		 Prendre en compte les revenus de tout le foyer 		 Score: 0.8064
UNIVERSALITE 		 Revenu universel 		 Score: 0.8064
Attention à prendre en compte toutes les situations 		 A prendre en compte 		 Score: 0.8060
VERSEMENT 		 contre 		 Score: 0.8059
Financer le revenu universel en cessant les gaspillages d'argent public 		 Les prérequis facilitant la mise en oeuvre du revenu universel 		 Score: 0.8054
PRENDRE EN COMPTE LA CONSTITUTION DU FOYER ET TOUTES LES RESSOURCES ET LE PATRIMOINE 		 FAIRE DES HEURES DE BENEVOLATS EN MILIEU ASSOCIATIF EN CONTRE PARTIE DU RUA 		 Score: 0.8053
Fixer un revenu minimum décent. 		 un minimum décent pour les demandeurs d'emploi et retraités 		 Score: 0.8052
Prendre en compte le handicap et les enfants à charge 		 les personnes seules  handicapes 		 Score: 0.8049
REUNIR 		 Revenu 		 Score: 0.8048
REUNIR 		 Revenu 		 Score: 0.8048
Universalité Prendre en compte les revenues et les périodes travailler 		 conditions pour le revenu universel d'activité 		 Score: 0.8047
que le Revenu universel soit imposable 		 Revenu universel 		 Score: 0.8039
Revenu universel 		 Revenu universel ça veut dire pour tout le monde. 		 Score: 0.8037
revenu digne 		 Revenu 		 Score: 0.8035
revenu digne 		 Revenu 		 Score: 0.8035
Bouclier universel 		 Revenu universel 		 Score: 0.8035
FAIRE DES HEURES DE BENEVOLATS EN MILIEU ASSOCIATIF EN CONTRE PARTIE DU RUA 		 ALLOCATIONS PARTICULIERES  DE LA VILLE DE PARIS A PRENDRE EN COMPTE  DANS LE CALCUL DES REVENUS 		 Score: 0.8030
financement par création monétaire 		 Financement 		 Score: 0.8027
financement par création monétaire 		 Financement 		 Score: 0.8027
financement par création monétaire 		 Financement 		 Score: 0.8027
financement par création monétaire 		 Financement 		 Score: 0.8027
financement par création monétaire 		 FINANCEMENT 		 Score: 0.8005
financement par création monétaire 		 FINANCEMENT 		 Score: 0.8005
Par l'impot payé par tous 		 revenus par personne 		 Score: 0.8003
financement par création monétaire 		 pour le financement 		 Score: 0.8001
financement par création monétaire 		 pour le financement 		 Score: 0.8001
proposition de financement 		 Comment financer 		 Score: 0.7997
REVENU minimum pour tous et toutes sans distinction 		 RUA pour tous sans conditions 		 Score: 0.7995
aucune condition n'est à remplir pour bénéficier du RUA 		 Aucune condition pour en bénéficier 		 Score: 0.7995
financement R.U.A 		 pour le financement 		 Score: 0.7993
les personnes seules  handicapes 		 seule (ou seul) avec un enfant porteur de handicap ... 		 Score: 0.7991
Financer le revenu universel en cessant les gaspillages d'argent public 		 Le revenu universel pour tous 		 Score: 0.7990
Les gains de la lutte contre la fraude fiscale 		 En traquant les fraudes et les gaspillages 		 Score: 0.7986
Automaticité 		 Automatique pour tous 		 Score: 0.7985
Un Revenu Universel dActivité pour compenser un manque de revenu 		 revenu universel activite 		 Score: 0.7979
Prendre en compte le fait d'avoir des enfants à charge 		 Prise en compte de la situation familiale 		 Score: 0.7976
Etre français puisque c'est une allocation non assurantielle 		 Inconditionnel à chaque citoyen français 		 Score: 0.7973
modalités de demande du RUA 		 Faire les modalités de demande du rua pendant le service national universel 		 Score: 0.7956
A quand un vrai projet de salaire minimum raisonnable ? 		 un minimum décent pour les demandeurs d'emploi et retraités 		 Score: 0.7955
Financer aussi un vrai accompagnement des bénéficiaires 		 pour le financement 		 Score: 0.7952
Revenu universel pour TOUS 		 Un Revenu Universel pour tous les citoyens 		 Score: 0.7952
A prendre en compte 		 Reconnaître la précarité 		 Score: 0.7951
Le financement du RUA 		 pour le financement 		 Score: 0.7951
conditions pour le revenu universel d'activité 		 Les conditions pour bénéficier du Revenu universel d'activité 		 Score: 0.7948
Un Revenu Universel pour tous les citoyens 		 Revenu universel ça veut dire pour tout le monde. 		 Score: 0.7945
Le financement du RUA 		 financement R.U.A 		 Score: 0.7943
Les revenus du foyer 		 Pas que le revenu , les dépenses du foyer aussi ... 		 Score: 0.7941
financement par création monétaire 		 Comment financer 		 Score: 0.7934
financement par création monétaire 		 Comment financer 		 Score: 0.7934
Une étude minutieuse des conditions de vie pour le versement de ce revenu 		 Prendre en compte le revenu de la personne 		 Score: 0.7921
Automaticité 		 Intégrer une AUTOMATICITÉ dans les modalités d'attribution 		 Score: 0.7914
justifier de faibles revenus 		 juste sur les revenus 		 Score: 0.7912
financement 		 financement R.U.A 		 Score: 0.7909
Automatisation totale et pas d'activité 		 Automaticité 		 Score: 0.7905
Prendre en compte les revenus de tout le foyer 		 Prendre en compte tous les biens et revenus (individuels ou foyers selon évaluation) et toutes les charges et obligations 		 Score: 0.7898
Prendre en compte les revenus de tout le foyer 		 Prendre en compte tous les biens et revenus (individuels ou foyers selon évaluation) et toutes les charges et obligations 		 Score: 0.7898
Prendre en compte tous les biens et revenus (individuels ou foyers selon évaluation) et toutes les charges et obligations 		 Prendre en compte les revenus de tout le foyer 		 Score: 0.7898
Prendre en compte tous les biens et revenus (individuels ou foyers selon évaluation) et toutes les charges et obligations 		 Prendre en compte les revenus de tout le foyer 		 Score: 0.7898
Le financement du RUA 		 financement 		 Score: 0.7895
Les taxes sur les robots, les gaffas... 		 Prélever une taxe sur les machines 		 Score: 0.7888
Fixer un revenu minimum décent. 		 A quand un vrai projet de salaire minimum raisonnable ? 		 Score: 0.7880
A prendre en compte 		 Il doit tout prendre en compte 		 Score: 0.7876
Un Revenu Universel pour tous les citoyens 		 Passer d'un RUA à un Revenu Universel 		 Score: 0.7875
Revenu universel pour TOUS 		 Passer d'un RUA à un Revenu Universel 		 Score: 0.7865
aller vers un revenu universel 		 revenu dactivité universel sauf apl 		 Score: 0.7862
Attention à prendre en compte toutes les situations 		 Prendre en compte la situation globale de la personne 		 Score: 0.7861
Prise en compte des ressources 		 ressources pour tous 		 Score: 0.7860
Simplification et fusion des différentes aides 		 simplification 		 Score: 0.7856
DU TRAVAIL EN CONTREPARTIE 		 CONTRE LE FAIT DE FONDRE LASS ET RSA DANS LE FUTUR RUA 		 Score: 0.7849
D'accord mais sauf le cas des personnes en situation d'handicap (AAH, d'autres allocations et aides aux personnes handicapées) et l'APL 		 les personnes seules  handicapes 		 Score: 0.7845
JE SUIS CONTRE UN REVENU UNIVERSEL SANS CONTREPARTIE D'UN TRAVAIL 		 ALLOCATIONS PARTICULIERES  DE LA VILLE DE PARIS A PRENDRE EN COMPTE  DANS LE CALCUL DES REVENUS 		 Score: 0.7845
Prendre en compte les revenus de tout le foyer 		 Une instance unique pour gérer les revenus d'un foyer 		 Score: 0.7845
Prendre en compte les revenus de tout le foyer 		 Une instance unique pour gérer les revenus d'un foyer 		 Score: 0.7845
Prendre en compte les revenus de tout le foyer 		 Une instance unique pour gérer les revenus d'un foyer 		 Score: 0.7845
Prendre en compte les revenus de tout le foyer 		 Une instance unique pour gérer les revenus d'un foyer 		 Score: 0.7845
Un Revenu vraiment universel... 		 Revenu universel ça veut dire pour tout le monde. 		 Score: 0.7845
Financement 		 proposition de financement 		 Score: 0.7843
proposition de financement 		 Financement 		 Score: 0.7843
PRENDRE EN COMPTE LA CONSTITUTION DU FOYER ET TOUTES LES RESSOURCES ET LE PATRIMOINE 		 CONTRE LE FAIT DE FONDRE LASS ET RSA DANS LE FUTUR RUA 		 Score: 0.7839
Prise en compte des ressources 		 Conditions de ressources 		 Score: 0.7838
Revenu universel d' activité 		 Revenu universel 		 Score: 0.7835
Prendre en compte les revenus de tout le foyer 		 Prendre en compte les revenus mais aussi le patrimoine 		 Score: 0.7825
Prendre en compte les revenus de tout le foyer 		 Prendre en compte les revenus mais aussi le patrimoine 		 Score: 0.7825
Prendre en compte les revenus de tout le foyer 		 Prendre en compte les revenus mais aussi le patrimoine 		 Score: 0.7825
Prendre en compte les revenus de tout le foyer 		 Prendre en compte les revenus mais aussi le patrimoine 		 Score: 0.7825
DU TRAVAIL EN CONTREPARTIE 		 PRENDRE EN COMPTE LA CONSTITUTION DU FOYER ET TOUTES LES RESSOURCES ET LE PATRIMOINE 		 Score: 0.7816
CAISSE DES REVENUS 		 revenu digne 		 Score: 0.7809
Prendre en compte les montants du loyer ou crédit immobilier 		 versement allocation logement 		 Score: 0.7808
les modalites 		 VERSEMENT 		 Score: 0.7808
Salaire mensuel universel individuel 		 revenu universel calcul 		 Score: 0.7800
Financer le Revenu universel d'activité par la solidarité nationale 		 Sensibiliser les paradis fiscaux à la Solidarité Nationale 		 Score: 0.7800
Les revenus du foyer 		 Un revenu, un travail 		 Score: 0.7795
Prendre en compte les revenus et la situation du foyer 		 juste sur les revenus 		 Score: 0.7793
Prendre en compte les revenus et la situation du foyer 		 Une instance unique pour gérer les revenus d'un foyer 		 Score: 0.7791
Déclaration trimestrielle 		 Déclaration de revenus 		 Score: 0.7791
LE REVENU DOIT ETRE INDIVIDUEL ET INDIVIDUALISE 		 A TOUS MAIS AVEC DES CONDITIONS ET A VÉRIFIER ENSEMBLE 		 Score: 0.7782
que le Revenu universel soit imposable 		 Passer d'un RUA à un Revenu Universel 		 Score: 0.7780
Une étude minutieuse des conditions de vie pour le versement de ce revenu 		 Composition familiale, revenus du travail, loyer dû : Le RUA serait calculer en fonction de plusieurs critères 		 Score: 0.7778
contrer partie 		 FICHIER UNIQUE ET PARTAGE 		 Score: 0.7776
Sans condition car c'est universel 		 à tous puisqu il sera universel sans conditions .... 		 Score: 0.7775
revenu dactivité universel sauf apl 		 Le revenu universel pour tous 		 Score: 0.7772
Équité 		 ECRAN DE FUMEE 		 Score: 0.7762
Prendre en compte le handicap et les enfants à charge 		 Prendre en compte les handicaps non reconnus. 		 Score: 0.7760
un minimum décent pour les demandeurs d'emploi et retraités 		 Un revenu minimum de 18 à 62 ans 		 Score: 0.7756
Fixer un revenu minimum décent. 		 juste sur les revenus 		 Score: 0.7751
Comment redistribuer de façon solidaire 		 Une répartition équitable, sans contre-sens décourageants 		 Score: 0.7748
Un Revenu Universel pour tous les citoyens 		 Un Revenu vraiment universel... 		 Score: 0.7747
Prise en compte des ressources 		 Uniquement en fonction des conditions de ressources 		 Score: 0.7747
conditions pour le revenu universel d'activité 		 Envisager un impôt sur le revenu des personnes physiques négatif faisant office de revenu universel d'activité 		 Score: 0.7742
Un Revenu Universel pour tous les citoyens 		 à tous puisqu il sera universel sans conditions .... 		 Score: 0.7741
juste sur les revenus 		 Un vrai revenu UNIVERSEL (pas lié à l'activité) 		 Score: 0.7736
Prendre en compte les problématiques spécifiques 		 Attention à prendre en compte toutes les situations 		 Score: 0.7733
Prendre en compte le handicap et les enfants à charge 		 seule (ou seul) avec un enfant porteur de handicap ... 		 Score: 0.7728
La condition humaine devrait suffire 		 A TOUS MAIS AVEC DES CONDITIONS ET A VÉRIFIER ENSEMBLE 		 Score: 0.7726
Objet: Revenu universel d'activité / Revenu de base inconditionnel 		 Un Revenu Universel d'Activité compensatoire 		 Score: 0.7725
Comment redistribuer de façon solidaire 		 Redistribution 		 Score: 0.7723
VERSEMENT 		 Délinquance 		 Score: 0.7720
les personnes seules  handicapes 		 atteinte aux droit des familles des personnes handicapé 		 Score: 0.7718
JE SUIS CONTRE UN REVENU UNIVERSEL SANS CONTREPARTIE D'UN TRAVAIL 		 CONTRE LE FAIT DE FONDRE LASS ET RSA DANS LE FUTUR RUA 		 Score: 0.7718
Impôt progressif sur les successions 		 Financement sur la succession 		 Score: 0.7715
A TOUS MAIS AVEC DES CONDITIONS ET A VÉRIFIER ENSEMBLE 		 Reconnaître la précarité 		 Score: 0.7710
Salaire mensuel universel individuel 		 Un vrai revenu UNIVERSEL (pas lié à l'activité) 		 Score: 0.7710
conditions pour le revenu universel d'activité 		 juste sur les revenus 		 Score: 0.7708
revenu digne 		 Récompenser la vertu 		 Score: 0.7704
Objet: Revenu universel d'activité / Revenu de base inconditionnel 		 Les conditions pour bénéficier du Revenu universel d'activité 		 Score: 0.7702
proposition de financement 		 financement R.U.A 		 Score: 0.7700
Simplification et fusion des différentes aides 		 Simplifications 		 Score: 0.7695
Intégrer une AUTOMATICITÉ dans les modalités d'attribution 		 Automatisation des aides 		 Score: 0.7694
solidarité nationale + taxe sur les transaction financiere des banque d'affaire 		 Sensibiliser les paradis fiscaux à la Solidarité Nationale 		 Score: 0.7692
Traitement individuel ou conjoint 		 PRENDRE EN COMPTE LE REVENU DE CHACUN ET NON DU COUPLE 		 Score: 0.7684
Prélever une taxe sur les machines 		 Taxe technologique (robot) 		 Score: 0.7683
RUA pour tous sans conditions 		 Aucune condition pour en bénéficier 		 Score: 0.7678
financement par création monétaire 		 proposition de financement 		 Score: 0.7676
financement par création monétaire 		 proposition de financement 		 Score: 0.7676
Prendre en compte la situation globale de la personne 		 Prendre en compte la situation globale 		 Score: 0.7672
Prendre en compte le fait d'avoir des enfants à charge 		 Enfant à charge 		 Score: 0.7672
Prendre en compte les revenus de tout le foyer 		 Composition familiale, revenus du travail, loyer dû : Le RUA serait calculer en fonction de plusieurs critères 		 Score: 0.7670
Prendre en compte les revenus de tout le foyer 		 Composition familiale, revenus du travail, loyer dû : Le RUA serait calculer en fonction de plusieurs critères 		 Score: 0.7670
Prendre en compte les revenus de tout le foyer 		 Composition familiale, revenus du travail, loyer dû : Le RUA serait calculer en fonction de plusieurs critères 		 Score: 0.7670
Prendre en compte les revenus de tout le foyer 		 Composition familiale, revenus du travail, loyer dû : Le RUA serait calculer en fonction de plusieurs critères 		 Score: 0.7670
Comment financer 		 Autofinancement 		 Score: 0.7665
